!        psi (rad)      defl_flap (rad)     defl_slat (rad)    LandingGear   
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.13962633777777778                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0                0.0                  0
0.08726646111111111                0.0 0.0715584993317675                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.08726646111111111                0.0 0.3141592653589793                  0
0.13875192783744444                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778                0.0 0.3141592653589793                  0
0.13962633777777778 0.19198621771937624 0.3700098014227979                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  0
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.24434609527920614 0.3839724354387525                  1
0.13962633777777778 0.25132741228718347 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
0.13962633777777778 0.3665191429188092 0.3839724354387525                  1
